Text,Actual_Label,Predicted_Label,Correct,Confidence,Prob_Negative,Prob_Neutral,Prob_Positive
"My parents gave deposit by cash and because they checked out a bit earlier in 24th Jan (8.38 am), they still got no deposit transfered in their acc eventhough they already gave qr and acc no when asked till this day. The place is full of foreingner that stayed there.",neutral,negative,False,0.71223557,0.71223557,0.26651552,0.02124894
Surprised that the hotel has a smart TV for its price. The queen room is sufficient for Solo Travelers but may be a bit squeezy for Pairs as there are no additional movement room. Convenience is a plus. May not be suitable for people with leg issues hotel is accessed through a flight of stairs.,neutral,negative,False,0.69289225,0.69289225,0.26526803,0.0418397
I hope can improve the TV channel antenna.,neutral,positive,False,0.47854757,0.07814365,0.4433087,0.47854757
"Bangla staff near the reception is a bit unhelpful, the room is okay, only the elevator only opens 1.. slow.. the rest are okay",neutral,negative,False,0.5320571,0.5320571,0.3757091,0.092233844
"Convenient location, cosy apartment, but lacking the finishing touches - only two very thin towels provided, and you can only exchange them during the day; pool was not very clean; almost always a long wait for the elevator; not even basic tea and coffee-making facilities provided in the kitchenette.",positive,negative,False,0.854701,0.854701,0.12405627,0.02124283
Location and value for money - excellent. Need to endure a bit of nosiness from hotel surroundings and from air-cond and air ventilator in toilet. Could be trouble for those who are sensitive to noise like me. Sound proofing is not satisfactory. Staff is in general kind. Change room for me due to some issue with room. Appreciate that.,positive,neutral,False,0.39824617,0.33228648,0.39824617,0.26946732
I want is Japanese style but given to me not as I dream,negative,neutral,False,0.5105574,0.40265343,0.5105574,0.086789206
"1. The room is really a budget hotel. But with the price charged, my expectations go down when I get a room with a small size and a bathroom like that. 2. Bed size for tall people is not suitable. But still ready to sleep. 3. Television cannot function. 4. wi fi is very weak. Mobile data is low near the room, just expect wi fi but the connection is very weak. 5. Open parking is quite far away. Visitors have to walk a bit. 6. Close to other attractions, can walk. 7. The room door is not soundproof. Feeling insecure with people passing by in front of the room.",positive,negative,False,0.7459748,0.7459748,0.21963944,0.034385767
"Experiencing itching on the body, smelly pillows",neutral,negative,False,0.7469693,0.7469693,0.22469129,0.028339425
No safe tat hotel .... Our details they shared with third person,neutral,negative,False,0.77060586,0.77060586,0.21369587,0.015698243
Booked four rooms for three night. Quite okay. Decent enough to sleep in. You get what you pay. Chosen this because it is near our event’s location.,neutral,positive,False,0.64600885,0.038501322,0.31548986,0.64600885
"The location of the hotel is strategic, close to everywhere",positive,neutral,False,0.50545883,0.035941124,0.50545883,0.4586
"Room reeks of cigarette smoke. Supposedly a non smoking suite. Dining table, coffee table and settee looks and feel old. Parking access only for 1 car but my suite is 3 b/room, should have provided 3 access cards. Managed to get only 2. Other then that it's okay.",neutral,negative,False,0.77642924,0.77642924,0.19158667,0.031984143
I like this hotel as it is near the sunway lagoon and of course connected to the sunway pyramid mall. Though they do not have facilities but they do share facilities with the lagoon which you can access for free and their breakfast buffet is also at the resort spa,neutral,positive,False,0.68949527,0.02623816,0.28426665,0.68949527
The shower drainer never clean. Water difficult to flow through. Mattress sunk in . Room without window with moisture smell,neutral,negative,False,0.84820575,0.84820575,0.13452622,0.01726805
"Overall okay, but the cleanliness not fulfill my preference. “Ada kesan kotor dekat comforter”",neutral,negative,False,0.7346686,0.7346686,0.2324902,0.03284122
"Am quite satisfy to stay at sentral hotel since location, connectivity,food nearby and price are reasonable. For future improvement and biznes growth, please improve room air conditioning .",neutral,positive,False,0.6662341,0.04006656,0.29369935,0.6662341
Good place to stay all restaurant near by for 2 nights can stay,neutral,positive,False,0.6779517,0.02459937,0.29744893,0.6779517
"Just knew that deface suite and the Face suite is same building , knowing that deface suite is a private check in when we arrived in the lobby staff will not cares about you, you have to wait the owner of the suite you book on line,, however the room is huge good for the family i book 2 bedroom premium suite , big toilets, large living room, with kitchen , dinning and access to swimming pool with nice view of Petrona tower.",positive,neutral,False,0.47831598,0.39305168,0.47831598,0.1286324
THEY TOOK ADDITIONAL DEPOSIT RM 300 AND NOW ALREADY 12 DAYS SAID WILL REFUND THE DEPOSIT TO MY BANK ACCOUNT AND NEVER DID!!!! PLEASE BEWARE!!!!!!,neutral,negative,False,0.90785307,0.90785307,0.08020081,0.011946177
The necklace from my girlfriend was stolen. My girlfriend showed me her necklace in the morning and I told her that it doesn’t fit to her outfit. She left it on the table and we left the room. Few hours later when we returned back to the room the necklace were gone. We contacted directly the manager and she told us that she can’t do anything. No apology from their side or any help. They also didn’t provide any safes. Also the reception not very friendly from the beginning on. Not very accommodating or solution oriented with customer inquiries. Would not recommend it and book instead another place there.,neutral,negative,False,0.8386698,0.8386698,0.1485556,0.012774552
"Quick stay, simple check in and check out with no worries. Request accommodated and happy customer end of the day.",neutral,positive,False,0.7612545,0.03414601,0.20459954,0.7612545
Everything is okey staff are friendly Name syafiqah,neutral,positive,False,0.6960597,0.037244476,0.2666959,0.6960597
"Pros: The unit is spacious. The master bed with bathroom is spacious. Everything worked as they should. Cons: all three beds, the bedsheets had stains and when requested for the sheets to be replaced, the next morning they came in just to make the beds instead of replacing the sheets. The location itself was not as convenient to accessible food options as I would preferred- have to walk some distances. The walk to the twin towers were okay ~10mins.",positive,neutral,False,0.39083385,0.2693911,0.39083385,0.3397751
"No flexible arrangement for customer’s needs. Patient is going to check up at Hospital KL at 9am, but not willing to excuse for late check out later after the check up. No warm and friendly services, all services seems very strict! !",neutral,negative,False,0.7779555,0.7779555,0.20326848,0.018776016
Recommended and close to all main landmark,neutral,positive,False,0.57197,0.021741834,0.4062882,0.57197
"Value staying, strategy location.",positive,neutral,False,0.50590223,0.06549804,0.50590223,0.42859975
