ID,Hotel_name,Hotel_Address,area,Source,Original_Review,Detected_Language,Translated_Review,Review_Without_Emoji,Cleaned_Text,BERT_Text,sentiment,Original_Sentiment,risk_type,Traveller_Suitability,Improvement_Area,Aspect,Emoji_Sentiment,Positive_Emoji_Signals,Negative_Emoji_Signals,Neutral_Emoji_Signals,All_Emoji_Detected,Emoji_Count,Emoji_Signal_Count,Needs_Translation,Was_Translated,Has_Emoji,Has_Emoji_Sentiment_Signal,Review_Length_Characters,Review_Length_Words,Is_Duplicate_Review,Review,Original_Area
170,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,Like to stress out check in staff by name NIDA from LUMA COUNTER I have stay at the apartment for 3-4times and name as always been same and always able to check in without any issue. Mention incomplete name without ‘BIN’ where else it not my first time staying there surely have my record Previously also same name record but the colleague able to check me in.. Cause so many time wasting and hassle and causing long queue and check in took longer ard 30min and expect me to call AGODA to do the name changes while i don’t have the number and it and be the staff duty to do the changes . Totally cause me unpleasantness Security verification face to face and passport check is already done and full payment upfront settled - don’t feel the need for just short of ‘BIN’staff not able to check in customer,en,Like to stress out check in staff by name NIDA from LUMA COUNTER I have stay at the apartment for 3-4times and name as always been same and always able to check in without any issue. Mention incomplete name without ‘BIN’ where else it not my first time staying there surely have my record Previously also same name record but the colleague able to check me in.. Cause so many time wasting and hassle and causing long queue and check in took longer ard 30min and expect me to call AGODA to do the name changes while i don’t have the number and it and be the staff duty to do the changes . Totally cause me unpleasantness Security verification face to face and passport check is already done and full payment upfront settled - don’t feel the need for just short of ‘BIN’staff not able to check in customer,Like to stress out check in staff by name NIDA from LUMA COUNTER I have stay at the apartment for 3-4times and name as always been same and always able to check in without any issue. Mention incomplete name without ‘BIN’ where else it not my first time staying there surely have my record Previously also same name record but the colleague able to check me in.. Cause so many time wasting and hassle and causing long queue and check in took longer ard 30min and expect me to call AGODA to do the name changes while i don’t have the number and it and be the staff duty to do the changes . Totally cause me unpleasantness Security verification face to face and passport check is already done and full payment upfront settled - don’t feel the need for just short of ‘BIN’staff not able to check in customer,like to stress out check in staff by name nida from luma counter i have stay at the apartment for 3 4times and name as always been same and always able to check in without any issue mention incomplete name without bin where else it not my first time staying there surely have my record previously also same name record but the colleague able to check me in cause so many time wasting and hassle and causing long queue and check in took longer ard 30min and expect me to call agoda to do the name changes while i don t have the number and it and be the staff duty to do the changes totally cause me unpleasantness security verification face to face and passport check is already done and full payment upfront settled don t feel the need for just short of bin staff not able to check in customer,Like to stress out check in staff by name NIDA from LUMA COUNTER I have stay at the apartment for 3-4times and name as always been same and always able to check in without any issue. Mention incomplete name without ‘BIN’ where else it not my first time staying there surely have my record Previously also same name record but the colleague able to check me in.. Cause so many time wasting and hassle and causing long queue and check in took longer ard 30min and expect me to call AGODA to do the name changes while i don’t have the number and it and be the staff duty to do the changes . Totally cause me unpleasantness Security verification face to face and passport check is already done and full payment upfront settled - don’t feel the need for just short of ‘BIN’staff not able to check in customer,neutral,neutral,Booking/Payment Risk,Leisure Travellers,"Check-in, Booking & Payment Process",Staff & Service,No emoji signal,,,,,0,0,False,False,False,False,803,152,False,Like to stress out check in staff by name NIDA from LUMA COUNTER I have stay at the apartment for 3-4times and name as always been same and always able to check in without any issue. Mention incomplete name without ‘BIN’ where else it not my first time staying there surely have my record Previously also same name record but the colleague able to check me in.. Cause so many time wasting and hassle and causing long queue and check in took longer ard 30min and expect me to call AGODA to do the name changes while i don’t have the number and it and be the staff duty to do the changes . Totally cause me unpleasantness Security verification face to face and passport check is already done and full payment upfront settled - don’t feel the need for just short of ‘BIN’staff not able to check in customer,klcc
171,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,Review is not as like as posted.,af,Review is not as like as posted.,Review is not as like as posted.,review is not as like as posted,Review is not as like as posted.,neutral,neutral,Minor Experience Risk,Leisure Travellers,Overall Experience,Overall Stay Experience,No emoji signal,,,,,0,0,True,False,False,False,32,7,False,Review is not as like as posted.,klcc
172,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,"Sangat recommended , staff okay bilik pon okay , tempat parking nak menunggu pun luas , bilik memang sangat cantik, besar .. view pool dan bilik memng on point ..👍👍👍 akan repeat lagi ..",id,"Highly recommended, the staff is okay, the room is okay, the parking place to wait is also spacious, the room is really beautiful, big.. the pool view and the room are on point..👍👍👍 will repeat again..","Highly recommended, the staff is okay, the room is okay, the parking place to wait is also spacious, the room is really beautiful, big.. the pool view and the room are on point.. will repeat again..",highly recommended the staff is okay the room is okay the parking place to wait is also spacious the room is really beautiful big the pool view and the room are on point will repeat again,"Highly recommended, the staff is okay, the room is okay, the parking place to wait is also spacious, the room is really beautiful, big.. the pool view and the room are on point..👍👍👍 will repeat again..",positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Location & Accessibility,Positive,👍,,,👍👍👍,1,1,True,True,True,True,185,36,False,"Sangat recommended , staff okay bilik pon okay , tempat parking nak menunggu pun luas , bilik memang sangat cantik, besar .. view pool dan bilik memng on point ..👍👍👍 akan repeat lagi ..",klcc
173,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,Not worth the money,en,Not worth the money,Not worth the money,not worth the money,Not worth the money,negative,negative,Value/Pricing Risk,Budget Travellers,Price & Value,Price & Value,No emoji signal,,,,,0,0,False,False,False,False,19,4,False,Not worth the money,klcc
174,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,"I really like that hotel. The swimming pool offers a view of a famous landmark, and the room I stayed in was very spacious with good facilities. The location is also very convenient.",en,"I really like that hotel. The swimming pool offers a view of a famous landmark, and the room I stayed in was very spacious with good facilities. The location is also very convenient.","I really like that hotel. The swimming pool offers a view of a famous landmark, and the room I stayed in was very spacious with good facilities. The location is also very convenient.",i really like that hotel the swimming pool offers a view of a famous landmark and the room i stayed in was very spacious with good facilities the location is also very convenient,"I really like that hotel. The swimming pool offers a view of a famous landmark, and the room I stayed in was very spacious with good facilities. The location is also very convenient.",positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Facilities & Amenities,No emoji signal,,,,,0,0,False,False,False,False,182,33,False,"I really like that hotel. The swimming pool offers a view of a famous landmark, and the room I stayed in was very spacious with good facilities. The location is also very convenient.",klcc
175,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,No comment,it,No comment,No comment,no comment,No comment,neutral,neutral,Minor Experience Risk,Leisure Travellers,Overall Experience,Overall Stay Experience,No emoji signal,,,,,0,0,True,False,False,False,10,2,False,No comment,klcc
176,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,"Too much hidden policy when checkin. Management is worst. Request safety deposit during checkin bigger than perday price. The signage is printed in A3 paper, stick here and there for direction and block, what kind of luxury is that.",en,"Too much hidden policy when checkin. Management is worst. Request safety deposit during checkin bigger than perday price. The signage is printed in A3 paper, stick here and there for direction and block, what kind of luxury is that.","Too much hidden policy when checkin. Management is worst. Request safety deposit during checkin bigger than perday price. The signage is printed in A3 paper, stick here and there for direction and block, what kind of luxury is that.",too much hidden policy when checkin management is worst request safety deposit during checkin bigger than perday price the signage is printed in a3 paper stick here and there for direction and block what kind of luxury is that,"Too much hidden policy when checkin. Management is worst. Request safety deposit during checkin bigger than perday price. The signage is printed in A3 paper, stick here and there for direction and block, what kind of luxury is that.",negative,negative,Booking/Payment Risk,Budget Travellers,"Check-in, Booking & Payment Process",Price & Value,No emoji signal,,,,,0,0,False,False,False,False,232,39,False,"Too much hidden policy when checkin. Management is worst. Request safety deposit during checkin bigger than perday price. The signage is printed in A3 paper, stick here and there for direction and block, what kind of luxury is that.",klcc
177,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,All great,it,All great,All great,all great,All great,positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Overall Stay Experience,No emoji signal,,,,,0,0,True,False,False,False,9,2,False,All great,klcc
178,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,In the centre of Kaula Lumpur with infinity rooftop pool,en,In the centre of Kaula Lumpur with infinity rooftop pool,In the centre of Kaula Lumpur with infinity rooftop pool,in the centre of kaula lumpur with infinity rooftop pool,In the centre of Kaula Lumpur with infinity rooftop pool,neutral,neutral,Minor Experience Risk,Leisure Travellers,Overall Experience,Facilities & Amenities,No emoji signal,,,,,0,0,False,False,False,False,56,10,False,In the centre of Kaula Lumpur with infinity rooftop pool,klcc
179,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,The infinity pool has a majestic view (kltower n merdeka 118). Walking distance to kg baru. Room so spacious with kitchen and laundry area.,en,The infinity pool has a majestic view (kltower n merdeka 118). Walking distance to kg baru. Room so spacious with kitchen and laundry area.,The infinity pool has a majestic view (kltower n merdeka 118). Walking distance to kg baru. Room so spacious with kitchen and laundry area.,the infinity pool has a majestic view kltower n merdeka 118 walking distance to kg baru room so spacious with kitchen and laundry area,The infinity pool has a majestic view (kltower n merdeka 118). Walking distance to kg baru. Room so spacious with kitchen and laundry area.,neutral,neutral,Minor Experience Risk,Leisure Travellers,Room Comfort & Noise Control,Room & Comfort,No emoji signal,,,,,0,0,False,False,False,False,139,24,False,The infinity pool has a majestic view (kltower n merdeka 118). Walking distance to kg baru. Room so spacious with kitchen and laundry area.,klcc
180,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,"Very bad experience, very bad mattress cannot sleep well. We will not recommend to anyone",en,"Very bad experience, very bad mattress cannot sleep well. We will not recommend to anyone","Very bad experience, very bad mattress cannot sleep well. We will not recommend to anyone",very bad experience very bad mattress cannot sleep well we will not recommend to anyone,"Very bad experience, very bad mattress cannot sleep well. We will not recommend to anyone",negative,negative,Noise/Comfort Risk,Leisure Travellers,Room Comfort & Noise Control,Overall Stay Experience,No emoji signal,,,,,0,0,False,False,False,False,89,15,False,"Very bad experience, very bad mattress cannot sleep well. We will not recommend to anyone",klcc
181,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,Thank you,en,Thank you,Thank you,thank you,Thank you,neutral,neutral,Minor Experience Risk,Leisure Travellers,Overall Experience,Overall Stay Experience,No emoji signal,,,,,0,0,False,False,False,False,9,2,False,Thank you,klcc
182,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,All is good except for the lift. We have to wait so long for the lift. Like literally very long. Please improve on that.,en,All is good except for the lift. We have to wait so long for the lift. Like literally very long. Please improve on that.,All is good except for the lift. We have to wait so long for the lift. Like literally very long. Please improve on that.,all is good except for the lift we have to wait so long for the lift like literally very long please improve on that,All is good except for the lift. We have to wait so long for the lift. Like literally very long. Please improve on that.,positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Facilities & Amenities,No emoji signal,,,,,0,0,False,False,False,False,120,24,False,All is good except for the lift. We have to wait so long for the lift. Like literally very long. Please improve on that.,klcc
183,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,Given room was not modern. Main door handle was broken and the refrigerator was not working properly. The balcony was not clean and the balcony glasses are full of dust. You need to wait for sometime to get into the lift. The pictures mentioned in the site looks modern but the actual interior is old.,en,Given room was not modern. Main door handle was broken and the refrigerator was not working properly. The balcony was not clean and the balcony glasses are full of dust. You need to wait for sometime to get into the lift. The pictures mentioned in the site looks modern but the actual interior is old.,Given room was not modern. Main door handle was broken and the refrigerator was not working properly. The balcony was not clean and the balcony glasses are full of dust. You need to wait for sometime to get into the lift. The pictures mentioned in the site looks modern but the actual interior is old.,given room was not modern main door handle was broken and the refrigerator was not working properly the balcony was not clean and the balcony glasses are full of dust you need to wait for sometime to get into the lift the pictures mentioned in the site looks modern but the actual interior is old,Given room was not modern. Main door handle was broken and the refrigerator was not working properly. The balcony was not clean and the balcony glasses are full of dust. You need to wait for sometime to get into the lift. The pictures mentioned in the site looks modern but the actual interior is old.,negative,negative,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Cleanliness,No emoji signal,,,,,0,0,False,False,False,False,301,55,False,Given room was not modern. Main door handle was broken and the refrigerator was not working properly. The balcony was not clean and the balcony glasses are full of dust. You need to wait for sometime to get into the lift. The pictures mentioned in the site looks modern but the actual interior is old.,klcc
184,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,"Huge apartment with an amazing view, if you go to the pool its even more unbelievable. Highly recommended due to the location, walking distance to The Petronas Towers. Only downside is that you could hear the praying at many times during the day, even at 6am, but that can happen in any hotel",en,"Huge apartment with an amazing view, if you go to the pool its even more unbelievable. Highly recommended due to the location, walking distance to The Petronas Towers. Only downside is that you could hear the praying at many times during the day, even at 6am, but that can happen in any hotel","Huge apartment with an amazing view, if you go to the pool its even more unbelievable. Highly recommended due to the location, walking distance to The Petronas Towers. Only downside is that you could hear the praying at many times during the day, even at 6am, but that can happen in any hotel",huge apartment with an amazing view if you go to the pool its even more unbelievable highly recommended due to the location walking distance to the petronas towers only downside is that you could hear the praying at many times during the day even at 6am but that can happen in any hotel,"Huge apartment with an amazing view, if you go to the pool its even more unbelievable. Highly recommended due to the location, walking distance to The Petronas Towers. Only downside is that you could hear the praying at many times during the day, even at 6am, but that can happen in any hotel",positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Location & Accessibility,No emoji signal,,,,,0,0,False,False,False,False,292,53,False,"Huge apartment with an amazing view, if you go to the pool its even more unbelievable. Highly recommended due to the location, walking distance to The Petronas Towers. Only downside is that you could hear the praying at many times during the day, even at 6am, but that can happen in any hotel",klcc
185,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,The only grouse is the waiting time for the elevator.,en,The only grouse is the waiting time for the elevator.,The only grouse is the waiting time for the elevator.,the only grouse is the waiting time for the elevator,The only grouse is the waiting time for the elevator.,neutral,neutral,Minor Experience Risk,Leisure Travellers,Overall Experience,Facilities & Amenities,No emoji signal,,,,,0,0,False,False,False,False,53,10,False,The only grouse is the waiting time for the elevator.,klcc
186,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,Kitche was good and even the apt. Wish they have BF,en,Kitche was good and even the apt. Wish they have BF,Kitche was good and even the apt. Wish they have BF,kitche was good and even the apt wish they have bf,Kitche was good and even the apt. Wish they have BF,neutral,neutral,Minor Experience Risk,Leisure Travellers,Overall Experience,Overall Stay Experience,No emoji signal,,,,,0,0,False,False,False,False,51,11,False,Kitche was good and even the apt. Wish they have BF,klcc
187,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,A great hotel for those with families. A little bit crowded this round due to new year and waiting for lift was an issue. Housekeeping info was not being clear as our room / rubbish was not collected during our stay.,en,A great hotel for those with families. A little bit crowded this round due to new year and waiting for lift was an issue. Housekeeping info was not being clear as our room / rubbish was not collected during our stay.,A great hotel for those with families. A little bit crowded this round due to new year and waiting for lift was an issue. Housekeeping info was not being clear as our room / rubbish was not collected during our stay.,a great hotel for those with families a little bit crowded this round due to new year and waiting for lift was an issue housekeeping info was not being clear as our room rubbish was not collected during our stay,A great hotel for those with families. A little bit crowded this round due to new year and waiting for lift was an issue. Housekeeping info was not being clear as our room / rubbish was not collected during our stay.,neutral,neutral,Minor Experience Risk,Leisure Travellers,Room Comfort & Noise Control,Overall Stay Experience,No emoji signal,,,,,0,0,False,False,False,False,216,40,False,A great hotel for those with families. A little bit crowded this round due to new year and waiting for lift was an issue. Housekeeping info was not being clear as our room / rubbish was not collected during our stay.,klcc
188,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,No service at all !the staff is awful!totally not helpful!!espcially the reception!not even a smile!terrible!,en,No service at all !the staff is awful!totally not helpful!!espcially the reception!not even a smile!terrible!,No service at all !the staff is awful!totally not helpful!!espcially the reception!not even a smile!terrible!,no service at all the staff is awful totally not helpful espcially the reception not even a smile terrible,No service at all !the staff is awful!totally not helpful!!espcially the reception!not even a smile!terrible!,negative,negative,Service/Staff Risk,Leisure Travellers,Staff Service,Staff & Service,No emoji signal,,,,,0,0,False,False,False,False,109,19,False,No service at all !the staff is awful!totally not helpful!!espcially the reception!not even a smile!terrible!,klcc
189,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,pls change rukes for swimming pool,en,pls change rukes for swimming pool,pls change rukes for swimming pool,pls change rukes for swimming pool,pls change rukes for swimming pool,neutral,neutral,Minor Experience Risk,Leisure Travellers,Overall Experience,Facilities & Amenities,No emoji signal,,,,,0,0,False,False,False,False,34,6,False,pls change rukes for swimming pool,klcc
190,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,So far everything fine. Just the lift access sensor need to be change or upgrade as many tenant unable to scan the lift to the floor they stay and it's troublesome. Overall okay. Value for money.,en,So far everything fine. Just the lift access sensor need to be change or upgrade as many tenant unable to scan the lift to the floor they stay and it's troublesome. Overall okay. Value for money.,So far everything fine. Just the lift access sensor need to be change or upgrade as many tenant unable to scan the lift to the floor they stay and it's troublesome. Overall okay. Value for money.,so far everything fine just the lift access sensor need to be change or upgrade as many tenant unable to scan the lift to the floor they stay and it is troublesome overall okay value for money,So far everything fine. Just the lift access sensor need to be change or upgrade as many tenant unable to scan the lift to the floor they stay and it's troublesome. Overall okay. Value for money.,positive,positive,Low Risk,Budget Travellers,No Major Improvement Needed,Facilities & Amenities,No emoji signal,,,,,0,0,False,False,False,False,195,37,False,So far everything fine. Just the lift access sensor need to be change or upgrade as many tenant unable to scan the lift to the floor they stay and it's troublesome. Overall okay. Value for money.,klcc
191,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,I would recommend this place for the infinity pool which offers great view of the city center but not for the service nor comfort of the apartment. Trying it once is good but won’t be back again. There’s lots of improvement need to be done in terms of management.,en,I would recommend this place for the infinity pool which offers great view of the city center but not for the service nor comfort of the apartment. Trying it once is good but won’t be back again. There’s lots of improvement need to be done in terms of management.,I would recommend this place for the infinity pool which offers great view of the city center but not for the service nor comfort of the apartment. Trying it once is good but won’t be back again. There’s lots of improvement need to be done in terms of management.,i would recommend this place for the infinity pool which offers great view of the city center but not for the service nor comfort of the apartment trying it once is good but won t be back again there s lots of improvement need to be done in terms of management,I would recommend this place for the infinity pool which offers great view of the city center but not for the service nor comfort of the apartment. Trying it once is good but won’t be back again. There’s lots of improvement need to be done in terms of management.,positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Room & Comfort,No emoji signal,,,,,0,0,False,False,False,False,263,51,False,I would recommend this place for the infinity pool which offers great view of the city center but not for the service nor comfort of the apartment. Trying it once is good but won’t be back again. There’s lots of improvement need to be done in terms of management.,klcc
192,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,"Nice environment, nice view at top of the sky deck.",en,"Nice environment, nice view at top of the sky deck.","Nice environment, nice view at top of the sky deck.",nice environment nice view at top of the sky deck,"Nice environment, nice view at top of the sky deck.",positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Overall Stay Experience,No emoji signal,,,,,0,0,False,False,False,False,51,10,False,"Nice environment, nice view at top of the sky deck.",klcc
193,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,Really helpful staff,en,Really helpful staff,Really helpful staff,really helpful staff,Really helpful staff,positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,No emoji signal,,,,,0,0,False,False,False,False,20,3,False,Really helpful staff,klcc
194,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,"Great place Make sure the booking name matches the passport exactly, including any middle names . At the reception, we had to contact Agoda again to amend, which delayed checkin. Staff very friendly",en,"Great place Make sure the booking name matches the passport exactly, including any middle names . At the reception, we had to contact Agoda again to amend, which delayed checkin. Staff very friendly","Great place Make sure the booking name matches the passport exactly, including any middle names . At the reception, we had to contact Agoda again to amend, which delayed checkin. Staff very friendly",great place make sure the booking name matches the passport exactly including any middle names at the reception we had to contact agoda again to amend which delayed checkin staff very friendly,"Great place Make sure the booking name matches the passport exactly, including any middle names . At the reception, we had to contact Agoda again to amend, which delayed checkin. Staff very friendly",positive,positive,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,No emoji signal,,,,,0,0,False,False,False,False,198,32,False,"Great place Make sure the booking name matches the passport exactly, including any middle names . At the reception, we had to contact Agoda again to amend, which delayed checkin. Staff very friendly",klcc
195,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,"Big and clean space but alot lacking 1. poor traffic flow at the drop off because you can only check in first, get the keys and go into the parking. if not charged rm20 if you enter straight without the access card. i guess this was my fault since i am very used to hotels validating my parking ticket 2. noisy - can hear the construction, and traffic from outside even during late hours - disturbs sleep 3. slow lift - a good 15 mins wait each time we want to use the lift 4. slow check in - staff was incompetent, slow and didnt give a good start to my trip 5. room was just odd - pillows smelled funky, lights were in odd areas eg the toilet was really dark because there was no light at the shower area, towels smelled funky too, lack of soap provided",en,"Big and clean space but alot lacking 1. poor traffic flow at the drop off because you can only check in first, get the keys and go into the parking. if not charged rm20 if you enter straight without the access card. i guess this was my fault since i am very used to hotels validating my parking ticket 2. noisy - can hear the construction, and traffic from outside even during late hours - disturbs sleep 3. slow lift - a good 15 mins wait each time we want to use the lift 4. slow check in - staff was incompetent, slow and didnt give a good start to my trip 5. room was just odd - pillows smelled funky, lights were in odd areas eg the toilet was really dark because there was no light at the shower area, towels smelled funky too, lack of soap provided","Big and clean space but alot lacking 1. poor traffic flow at the drop off because you can only check in first, get the keys and go into the parking. if not charged rm20 if you enter straight without the access card. i guess this was my fault since i am very used to hotels validating my parking ticket 2. noisy - can hear the construction, and traffic from outside even during late hours - disturbs sleep 3. slow lift - a good 15 mins wait each time we want to use the lift 4. slow check in - staff was incompetent, slow and didnt give a good start to my trip 5. room was just odd - pillows smelled funky, lights were in odd areas eg the toilet was really dark because there was no light at the shower area, towels smelled funky too, lack of soap provided",big and clean space but alot lacking 1 poor traffic flow at the drop off because you can only check in first get the keys and go into the parking if not charged rm20 if you enter straight without the access card i guess this was my fault since i am very used to hotels validating my parking ticket 2 noisy can hear the construction and traffic from outside even during late hours disturbs sleep 3 slow lift a good 15 mins wait each time we want to use the lift 4 slow check in staff was incompetent slow and didnt give a good start to my trip 5 room was just odd pillows smelled funky lights were in odd areas eg the toilet was really dark because there was no light at the shower area towels smelled funky too lack of soap provided,"Big and clean space but alot lacking 1. poor traffic flow at the drop off because you can only check in first, get the keys and go into the parking. if not charged rm20 if you enter straight without the access card. i guess this was my fault since i am very used to hotels validating my parking ticket 2. noisy - can hear the construction, and traffic from outside even during late hours - disturbs sleep 3. slow lift - a good 15 mins wait each time we want to use the lift 4. slow check in - staff was incompetent, slow and didnt give a good start to my trip 5. room was just odd - pillows smelled funky, lights were in odd areas eg the toilet was really dark because there was no light at the shower area, towels smelled funky too, lack of soap provided",negative,negative,Cleanliness/Hygiene Risk,Leisure Travellers,Cleanliness,Staff & Service,No emoji signal,,,,,0,0,False,False,False,False,755,144,False,"Big and clean space but alot lacking 1. poor traffic flow at the drop off because you can only check in first, get the keys and go into the parking. if not charged rm20 if you enter straight without the access card. i guess this was my fault since i am very used to hotels validating my parking ticket 2. noisy - can hear the construction, and traffic from outside even during late hours - disturbs sleep 3. slow lift - a good 15 mins wait each time we want to use the lift 4. slow check in - staff was incompetent, slow and didnt give a good start to my trip 5. room was just odd - pillows smelled funky, lights were in odd areas eg the toilet was really dark because there was no light at the shower area, towels smelled funky too, lack of soap provided",klcc
196,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",klcc,agoda,BIG and good room,so,BIG and good room,BIG and good room,big and good room,BIG and good room,neutral,neutral,Minor Experience Risk,Leisure Travellers,Room Comfort & Noise Control,Room & Comfort,No emoji signal,,,,,0,0,True,False,False,False,17,4,False,BIG and good room,klcc
